Fold,Model,Padding,Image_ID,Modality,Dice,HD95
0,ST-SAM,-5,Color1_000793,Colour,0.9428513050079346,5.0
0,ST-SAM,-5,Color1_000769,Colour,0.9349719285964966,4.524909496307373
0,ST-SAM,-5,Color1_000364,Colour,0.8669584393501282,10.0
0,ST-SAM,-5,Color1_000484,Colour,0.9102873802185059,22.4107666015625
0,ST-SAM,-5,Color1_000500,Colour,0.9041454792022705,5.0
0,ST-SAM,-5,Color1_000138,Colour,0.9343130588531494,5.385164737701416
0,ST-SAM,-5,Color1_000289,Colour,0.8877052068710327,7.0035481452941895
0,ST-SAM,-5,Color1_000180,Colour,0.8985583782196045,12.3081693649292
0,ST-SAM,-5,Color1_000256,Colour,0.9077102541923523,11.180339813232422
0,ST-SAM,-5,Color1_000344,Colour,0.9464265704154968,6.300382137298584
0,ST-SAM,-5,Color1_000444,Colour,0.9394106268882751,3.1622776985168457
0,ST-SAM,-5,Color1_000067,Colour,0.8925177454948425,10.93271255493164
0,ST-SAM,-5,Color1_000600,Colour,0.9257019758224487,4.123105525970459
0,ST-SAM,-5,Color1_000609,Colour,0.9160993099212646,12.0
0,ST-SAM,-5,Color1_000009,Colour,0.9027851819992065,8.246211051940918
0,ST-SAM,-5,Color1_000604,Colour,0.9278804659843445,4.123105525970459
0,ST-SAM,-5,Color1_000710,Colour,0.9167701601982117,6.0
0,ST-SAM,-5,Color1_000110,Colour,0.8736687302589417,6.0
0,ST-SAM,-5,Color1_000315,Colour,0.9242672324180603,18.601076126098633
0,ST-SAM,-5,Color1_000119,Colour,0.9269393086433411,6.7082037925720215
0,ST-SAM,-5,Color1_000813,Colour,0.9337868094444275,5.0
0,ST-SAM,-5,Color1_000393,Colour,0.9323790073394775,13.03840446472168
0,ST-SAM,-5,Color1_000714,Colour,0.8982987999916077,8.602325439453125
0,ST-SAM,-5,Color1_000805,Colour,0.8968669772148132,7.895627975463867
0,ST-SAM,-5,Color1_000478,Colour,0.947944700717926,3.1622776985168457
0,ST-SAM,-5,Color1_000086,Colour,0.9119121432304382,7.071067810058594
0,ST-SAM,-5,Color1_000626,Colour,0.8595580458641052,36.83338165283203
0,ST-SAM,-5,Color1_000030,Colour,0.8060733675956726,22.129140853881836
0,ST-SAM,-5,Color1_000342,Colour,0.8648127913475037,5.0495100021362305
0,ST-SAM,-5,Color1_000756,Colour,0.8662116527557373,9.316030502319336
0,ST-SAM,-5,Color1_000116,Colour,0.9241924285888672,8.062257766723633
0,ST-SAM,-5,Color1_000437,Colour,0.9144091010093689,11.704699516296387
0,ST-SAM,-5,Color1_000434,Colour,0.9166666865348816,5.7177839279174805
0,ST-SAM,-5,Color1_000259,Colour,0.9347416758537292,8.046693801879883
0,ST-SAM,-5,Color1_000542,Colour,0.9014941453933716,7.8200273513793945
0,ST-SAM,-5,Color1_000787,Colour,0.9108052849769592,8.358353614807129
0,ST-SAM,-5,Color1_000127,Colour,0.9630377292633057,3.1622776985168457
0,ST-SAM,-5,Color1_000299,Colour,0.9340314269065857,3.0
0,ST-SAM,-5,Color1_000187,Colour,0.9162561297416687,4.061553001403809
0,ST-SAM,-5,Color1_000223,Colour,0.9187104105949402,3.1622776985168457
0,ST-SAM,-5,Color1_000598,Colour,0.920765221118927,5.0
0,ST-SAM,-5,Color1_000695,Colour,0.9306430816650391,13.967769622802734
0,ST-SAM,-5,Color1_000744,Colour,0.9287492036819458,4.123105525970459
0,ST-SAM,-5,Color1_000008,Colour,0.9312866926193237,6.2109150886535645
0,ST-SAM,-5,Color1_000060,Colour,0.8999934196472168,11.23369026184082
0,ST-SAM,-5,Color1_000262,Colour,0.949643611907959,3.40604567527771
0,ST-SAM,-5,Color1_000545,Colour,0.882583737373352,26.4007568359375
0,ST-SAM,-5,Color1_000428,Colour,0.9073150157928467,6.324555397033691
0,ST-SAM,-5,Color1_000680,Colour,0.8748363256454468,12.083045959472656
0,ST-SAM,-5,Color1_000017,Colour,0.9318682551383972,5.199163436889648
0,ST-SAM,-5,Color1_000264,Colour,0.9196909666061401,2.0
0,ST-SAM,-5,Color1_000326,Colour,0.9472343921661377,2.2360680103302
0,ST-SAM,-5,Color1_000459,Colour,0.9386647939682007,2.8284270763397217
0,ST-SAM,-5,Color1_000464,Colour,0.9214720726013184,6.0
0,ST-SAM,-5,Color1_000104,Colour,0.9093714952468872,8.246211051940918
0,ST-SAM,-5,Color1_000537,Colour,0.913876473903656,4.242640495300293
0,ST-SAM,-5,Color1_000209,Colour,0.9132285714149475,11.381647109985352
0,ST-SAM,-5,Color1_000416,Colour,0.8960961699485779,19.0
0,ST-SAM,-5,Color1_000721,Colour,0.8902102112770081,3.1622776985168457
0,ST-SAM,-5,Color1_000261,Colour,0.9298168420791626,3.1622776985168457
0,ST-SAM,-5,Color1_000643,Colour,0.9026310443878174,3.0
0,ST-SAM,-5,Color1_000777,Colour,0.9234992861747742,18.713560104370117
0,ST-SAM,-5,Color1_000173,Colour,0.9045747518539429,11.126344680786133
0,ST-SAM,-5,Color1_000504,Colour,0.8934486508369446,12.649110794067383
0,ST-SAM,-5,Color1_000251,Colour,0.9231210947036743,11.661903381347656
0,ST-SAM,-5,Color1_000410,Colour,0.8678480386734009,19.10497283935547
0,ST-SAM,-5,Color1_000720,Colour,0.9178569912910461,3.0
0,ST-SAM,-5,Color1_000613,Colour,0.954639196395874,9.294591903686523
0,ST-SAM,-5,Color1_000405,Colour,0.9279905557632446,3.0
0,ST-SAM,-5,Color1_000084,Colour,0.8906806707382202,5.0
0,ST-SAM,-5,Color1_000531,Colour,0.8480640649795532,4.194823741912842
0,ST-SAM,-5,Color1_000645,Colour,0.9134595394134521,6.0
0,ST-SAM,-5,Color1_000734,Colour,0.927734911441803,3.1622776985168457
0,ST-SAM,-5,Color1_000418,Colour,0.8271510601043701,13.416407585144043
0,ST-SAM,-5,Color1_000210,Colour,0.9554185271263123,5.0
0,ST-SAM,-5,Color1_000797,Colour,0.9030777215957642,7.276656150817871
0,ST-SAM,-5,Color1_000353,Colour,0.9221689701080322,10.770329475402832
0,ST-SAM,-5,Color1_000312,Colour,0.948232889175415,3.0
0,ST-SAM,-5,Color1_000722,Colour,0.8585036396980286,13.0
0,ST-SAM,-5,Color1_000024,Colour,0.9285998940467834,5.656854152679443
0,ST-SAM,-5,Color1_000147,Colour,0.8500175476074219,8.0
0,ST-SAM,-5,Color1_000321,Colour,0.9310296773910522,4.0
0,ST-SAM,-5,Color1_000218,Colour,0.8993967175483704,6.612016201019287
0,ST-SAM,-5,Color1_000809,Colour,0.9268811941146851,3.0
0,ST-SAM,-5,Color1_000441,Colour,0.9253343939781189,3.0
0,ST-SAM,-5,Color1_000407,Colour,0.9307540059089661,2.8284270763397217
0,ST-SAM,-5,Color1_000419,Colour,0.9508599042892456,5.099019527435303
0,ST-SAM,-5,Color1_000064,Colour,0.9192782044410706,8.163418769836426
0,ST-SAM,-5,Color1_000425,Colour,0.8417243361473083,11.015254974365234
0,ST-SAM,-5,Color1_000339,Colour,0.896166205406189,6.0
0,ST-SAM,-5,Color1_000656,Colour,0.9096744060516357,10.11825942993164
0,ST-SAM,-5,Color1_000745,Colour,0.8951029777526855,14.79013442993164
0,ST-SAM,-5,Color1_000164,Colour,0.9128926396369934,2.8284270763397217
0,ST-SAM,-5,Color1_000349,Colour,0.9545120596885681,3.1622776985168457
0,ST-SAM,-5,Color1_000068,Colour,0.8426982164382935,7.0
0,ST-SAM,-5,Color1_000026,Colour,0.9244056344032288,8.246211051940918
0,ST-SAM,-5,Color1_000548,Colour,0.8959205150604248,10.0
0,ST-SAM,-5,Color1_000360,Colour,0.9036958813667297,6.0
0,ST-SAM,-5,Color1_000567,Colour,0.9359284043312073,5.0
0,ST-SAM,-5,Color1_000638,Colour,0.9372187256813049,9.433980941772461
0,ST-SAM,-5,Color1_000653,Colour,0.8950843811035156,5.0
0,ST-SAM,-5,Color1_000263,Colour,0.9014502763748169,7.071067810058594
0,ST-SAM,-5,Color1_000314,Colour,0.9390021562576294,5.385164737701416
0,ST-SAM,-5,Color1_000623,Colour,0.777452290058136,18.973665237426758
0,ST-SAM,-5,Color1_000599,Colour,0.9375824332237244,4.123105525970459
0,ST-SAM,-5,Color1_000094,Colour,0.9163030982017517,11.0
0,ST-SAM,-5,Color1_000032,Colour,0.9246876835823059,9.0
0,ST-SAM,-5,Color1_000224,Colour,0.9289996027946472,4.0
0,ST-SAM,-5,Color1_000758,Colour,0.8970749378204346,3.0
